                                        The Restaurant - Description of the internal state
 Chef Waiter  Stu0  Stu1  Stu2  Stu3  Stu4  Stu5  Stu6   NCourse   NPortion                      Table
DSHPT WTFPT  CHTWC CHTWC CHTWC EJYML CHTWC CHTWC CHTWC      3          2         4     2     3     5     1     0     6    
DLVPT WTFPT  CHTWC CHTWC CHTWC EJYML CHTWC CHTWC CHTWC      3          2         4     2     3     5     1     0     6    
WAFOR PCODR  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
PRPCS PCODR  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          2         4     2     3     5     1     0     6    
DSHPT PCODR  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          2         4     2     3     5     1     0     6    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          2         4     2     3     5     1     0     6    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          2         4     2     3     5     1     0     6    
DLVPT PCODR  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC EJYML CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
DSHPT WTFPT  CHTWC CHTWC CHTWC CHTWC EJYML CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC EJYML CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
DSHPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          1         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          1         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC EJYML CHTWC      1          1         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC EJYML CHTWC      1          1         5     3     4     1     0     6     2    
DSHPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC EJYML CHTWC      1          1         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC EJYML CHTWC      1          1         5     3     4     1     0     6     2    
